N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Irrigation_Type,Fertilizer_Used,Previous_Crop,Recommended_Crop
151,29,55,7.86,49.64,Sandy,0.4,2.91,38.91,57.71,1093.19,7.85,8.4,East,1678,Rabi,Drip,168.13,Vegetables,Sugarcane
140,22,53,5.25,56.13,Silt,1.26,1.38,18.6,89.41,1848.89,8.35,13.28,North,2112,Zaid,Drip,330.34,Pulses,Sugarcane
57,84,76,8.42,54.57,Loamy,0.68,2.21,39.83,40.06,2008.53,11.9,5.93,South,2286,Zaid,Rainfed,261.75,Vegetables,Rice
141,28,100,6.01,33.88,Silt,0.4,1.41,10.18,73.86,930.54,7.06,12.84,Central,2331,Kharif,Rainfed,174.51,Vegetables,Wheat
45,65,61,6.97,36.04,Clay,0.41,0.64,24.51,68.72,1385.53,7.28,5.65,East,2291,Rabi,Drip,207.51,Pulses,Potato
148,54,43,4.81,36.46,Silt,1.48,2.3,31.15,69.82,635.36,4.55,15.95,South,1517,Rabi,Sprinkler,165.88,Maize,Millet
23,69,71,5.88,53.44,Silt,1.01,0.94,37.19,50.74,2676.73,9.3,18.81,East,988,Kharif,Canal,182.28,Cotton,Rice
58,77,118,7.71,52.0,Clay,0.43,2.08,33.41,42.99,1836.68,5.53,9.44,South,637,Zaid,Sprinkler,65.69,Cotton,Rice
73,66,30,6.41,25.58,Sandy,0.55,0.85,17.67,69.05,2692.76,8.91,19.31,West,891,Kharif,Canal,121.46,Pulses,Wheat
52,63,116,8.12,18.14,Sandy,0.68,0.8,17.3,84.76,919.94,5.94,13.62,North,376,Zaid,Rainfed,331.16,Wheat,Wheat
39,46,33,6.8,28.95,Sandy,0.27,1.43,20.7,88.56,1975.18,11.56,14.52,South,2358,Zaid,Rainfed,220.59,Cotton,Rice
35,46,53,8.21,24.42,Sandy,0.34,2.47,13.32,58.85,810.29,4.64,10.72,Central,1487,Zaid,Rainfed,53.26,Rice,Wheat
146,23,50,8.43,57.54,Silt,1.19,1.88,30.09,55.54,1009.34,11.44,5.32,West,879,Rabi,Canal,349.11,Pulses,Sugarcane
106,53,38,6.32,23.3,Silt,1.22,0.29,38.24,50.94,1211.22,8.41,18.85,East,920,Zaid,Sprinkler,151.9,Wheat,Sugarcane
101,51,112,6.76,19.06,Loamy,1.48,2.23,29.26,78.6,1738.39,11.5,19.43,South,1690,Rabi,Sprinkler,333.07,Vegetables,Rice
81,10,15,7.84,54.97,Sandy,0.29,1.78,26.0,45.32,1756.18,7.95,17.0,West,1525,Kharif,Canal,335.58,Cotton,Rice
50,32,65,5.39,14.32,Clay,1.36,1.91,25.1,60.78,760.92,4.36,9.81,South,871,Zaid,Drip,208.3,Maize,Millet
61,73,23,7.95,23.01,Clay,0.61,1.13,27.78,50.7,329.0,5.58,4.25,West,211,Zaid,Sprinkler,183.76,Wheat,Millet
31,37,59,6.87,31.96,Clay,0.63,1.71,31.32,82.54,2361.87,6.81,2.7,East,1222,Zaid,Sprinkler,175.25,Vegetables,Rice
84,13,87,7.4,39.76,Clay,0.37,1.18,33.85,46.96,1672.95,11.5,10.59,South,2305,Kharif,Sprinkler,195.66,Pulses,Rice
92,50,110,4.82,26.38,Loamy,1.48,0.34,30.95,71.19,1077.11,10.07,6.8,Central,16,Rabi,Sprinkler,233.49,Pulses,Barley
150,69,61,7.56,34.81,Loamy,1.48,2.55,31.15,65.32,347.73,8.81,17.28,East,2472,Rabi,Canal,85.62,Wheat,Millet
134,27,97,5.74,19.94,Loamy,1.32,2.07,38.55,49.7,492.87,7.52,11.33,West,514,Kharif,Rainfed,269.16,Vegetables,Millet
156,72,86,7.72,38.71,Sandy,0.32,2.04,36.98,45.29,1386.02,7.57,18.49,Central,665,Kharif,Drip,158.13,Cotton,Sugarcane
125,70,10,6.54,30.39,Silt,1.29,0.66,34.72,78.23,1554.73,9.22,14.78,South,273,Zaid,Canal,202.86,Maize,Rice
35,58,21,5.6,52.46,Clay,1.02,2.02,11.3,60.63,1256.92,9.76,9.59,Central,486,Rabi,Rainfed,334.26,Pulses,Wheat
97,56,115,8.31,30.79,Clay,0.37,0.77,30.07,66.69,1786.23,7.82,15.12,East,147,Rabi,Sprinkler,342.79,Rice,Rice
144,48,33,7.56,32.19,Loamy,0.54,2.09,23.65,87.73,2479.37,10.39,19.39,South,1243,Zaid,Canal,92.72,Cotton,Rice
150,15,46,8.44,39.61,Sandy,1.1,1.07,28.53,53.88,2095.96,8.2,11.69,South,1405,Kharif,Drip,172.59,Cotton,Rice
149,62,93,5.96,16.16,Loamy,1.24,0.56,30.59,78.86,2627.66,8.12,6.97,Central,305,Kharif,Canal,142.83,Pulses,Rice
131,85,79,7.1,17.84,Clay,1.3,2.73,31.44,68.33,1924.27,9.19,8.06,South,1432,Rabi,Canal,118.53,Vegetables,Rice
146,34,85,6.95,49.51,Clay,0.91,0.4,36.08,65.61,494.1,10.35,12.79,East,845,Rabi,Rainfed,287.24,Pulses,Millet
40,74,94,7.25,23.67,Loamy,0.9,2.31,37.3,33.27,619.85,8.78,19.46,Central,2336,Rabi,Rainfed,87.51,Rice,Millet
108,14,12,4.65,44.23,Clay,1.09,0.4,28.2,84.74,1293.45,11.38,9.97,North,946,Zaid,Canal,134.9,Rice,Sugarcane
66,74,36,5.67,14.87,Silt,1.21,2.09,36.82,43.72,994.9,11.01,14.47,Central,151,Zaid,Drip,91.91,Wheat,Sugarcane
104,17,119,8.14,51.09,Silt,0.42,0.42,32.94,58.39,2026.29,10.16,4.4,North,167,Zaid,Canal,215.59,Wheat,Rice
147,48,62,6.2,59.41,Loamy,1.16,1.58,16.08,75.12,1952.33,7.7,12.79,South,1795,Rabi,Drip,67.65,Wheat,Wheat
91,52,109,8.34,28.68,Silt,0.64,0.65,11.06,61.34,1495.27,8.9,14.94,North,1013,Rabi,Canal,142.36,Cotton,Wheat
61,82,26,5.35,35.28,Silt,0.7,2.61,10.3,30.26,2002.18,8.05,9.04,West,952,Kharif,Canal,346.22,Pulses,Rice
28,14,119,8.49,32.14,Loamy,0.3,1.26,27.6,86.94,2751.26,4.05,13.09,West,364,Rabi,Sprinkler,63.37,Maize,Rice
44,13,24,7.29,54.71,Loamy,0.96,0.14,25.65,31.23,1576.8,9.3,5.31,Central,1746,Zaid,Rainfed,323.21,Maize,Rice
21,10,48,7.61,10.5,Loamy,0.32,1.92,30.89,35.39,1172.35,11.32,9.73,West,982,Kharif,Sprinkler,167.03,Cotton,Wheat
38,65,13,6.09,42.67,Silt,1.39,1.39,35.28,43.45,1533.47,8.15,16.69,West,261,Zaid,Drip,153.87,Maize,Rice
39,54,26,8.13,42.62,Clay,1.01,2.59,14.93,65.94,606.3,5.36,4.79,North,309,Kharif,Rainfed,244.03,Pulses,Wheat
89,74,111,6.68,29.12,Sandy,1.49,1.36,35.69,88.27,472.67,7.68,2.69,South,336,Rabi,Rainfed,327.69,Maize,Millet
36,12,20,7.22,20.97,Clay,0.52,1.29,12.94,85.36,1349.5,4.02,14.23,North,794,Rabi,Rainfed,108.09,Maize,Wheat
143,31,21,4.88,21.98,Loamy,1.08,1.42,36.5,69.08,2785.52,9.92,6.96,Central,1863,Zaid,Drip,148.94,Rice,Rice
108,81,41,7.03,50.02,Clay,1.45,2.59,35.51,74.5,2616.14,9.35,10.27,Central,2413,Kharif,Drip,201.71,Rice,Rice
113,65,36,8.02,13.31,Sandy,0.59,1.8,30.91,72.71,2099.17,9.21,17.94,South,2270,Rabi,Drip,336.06,Vegetables,Rice
103,27,53,5.21,38.19,Clay,0.33,2.04,19.0,71.22,2212.92,7.47,4.29,East,2175,Zaid,Sprinkler,327.54,Rice,Sugarcane
150,34,52,7.45,25.34,Loamy,1.02,2.19,12.8,78.74,2609.55,7.14,15.69,East,2470,Kharif,Drip,179.32,Pulses,Wheat
106,57,100,4.6,23.26,Sandy,0.68,2.82,33.34,50.39,2763.23,6.18,10.63,West,681,Rabi,Sprinkler,62.13,Maize,Rice
70,40,58,8.2,35.29,Silt,0.55,2.53,16.54,43.27,2046.41,11.33,1.89,North,2231,Kharif,Drip,153.13,Vegetables,Wheat
101,39,113,8.43,54.89,Clay,1.49,2.79,23.23,50.86,1280.67,6.95,4.41,South,367,Rabi,Drip,149.8,Wheat,Sugarcane
27,89,117,5.92,40.9,Silt,1.18,1.1,25.93,32.92,612.94,8.44,10.41,West,534,Kharif,Canal,298.17,Pulses,Millet
140,75,102,4.93,49.43,Silt,0.83,0.72,30.56,88.02,219.38,7.66,5.27,Central,2308,Rabi,Sprinkler,190.3,Pulses,Millet
23,19,82,7.13,40.03,Sandy,0.27,0.69,24.62,74.37,2014.19,9.29,7.75,Central,953,Zaid,Drip,101.47,Cotton,Rice
105,80,52,4.62,44.89,Silt,0.45,2.59,30.84,42.81,1313.88,11.85,14.17,South,950,Kharif,Canal,189.56,Pulses,Sugarcane
147,68,12,6.43,31.62,Silt,0.59,2.51,34.42,45.35,423.1,8.64,17.1,East,118,Zaid,Sprinkler,225.44,Rice,Millet
129,60,112,5.59,56.3,Clay,0.83,1.99,31.39,89.56,980.26,7.26,9.37,Central,1115,Zaid,Canal,105.74,Cotton,Pulses
118,18,38,6.39,35.1,Sandy,0.85,0.28,18.99,76.09,1512.46,8.85,10.67,West,1936,Zaid,Canal,100.07,Rice,Wheat
56,63,94,4.57,37.59,Loamy,0.23,1.02,36.83,55.54,2394.06,4.27,12.22,Central,2148,Zaid,Canal,305.83,Rice,Rice
90,71,44,4.71,36.25,Loamy,1.43,2.23,26.52,42.4,1081.42,11.24,4.23,East,156,Rabi,Drip,125.48,Wheat,Barley
52,18,57,4.56,25.81,Sandy,0.91,0.82,23.96,32.43,2037.46,5.35,12.35,South,1627,Rabi,Canal,100.59,Cotton,Rice
50,18,83,6.98,21.56,Silt,0.23,1.91,27.25,70.16,320.9,8.32,16.37,West,280,Rabi,Drip,60.14,Vegetables,Millet
144,33,96,6.74,13.69,Clay,1.11,1.67,24.5,76.8,2894.66,7.04,18.01,East,399,Rabi,Rainfed,163.4,Vegetables,Rice
31,48,48,5.43,45.91,Silt,0.29,0.86,32.65,36.46,2920.71,10.81,4.63,South,834,Kharif,Sprinkler,83.95,Rice,Rice
30,84,98,7.09,24.46,Loamy,1.14,2.81,22.62,30.14,1679.29,11.7,17.28,Central,300,Kharif,Drip,318.85,Rice,Rice
107,17,33,8.04,29.46,Clay,1.11,0.84,33.3,51.45,2041.15,4.5,17.64,Central,2212,Kharif,Drip,184.83,Wheat,Rice
91,34,29,5.61,56.0,Sandy,1.48,2.69,32.8,70.05,2340.79,5.65,15.49,West,2229,Rabi,Canal,260.34,Maize,Rice
51,75,24,7.83,38.32,Silt,0.64,1.67,18.31,85.43,2917.07,10.79,16.56,Central,2112,Rabi,Canal,123.7,Vegetables,Wheat
76,19,94,7.15,14.85,Silt,0.39,0.37,12.88,82.77,1724.94,7.63,9.43,East,2190,Zaid,Drip,336.91,Pulses,Wheat
105,33,115,4.64,49.98,Clay,0.32,2.52,35.53,71.31,2314.99,9.06,19.45,South,1240,Kharif,Canal,201.68,Cotton,Rice
38,89,85,6.0,22.81,Silt,0.29,2.4,15.07,78.84,738.62,6.97,14.64,North,962,Zaid,Drip,348.16,Maize,Tomato
135,68,27,6.53,37.64,Sandy,1.25,2.51,10.94,51.35,631.32,8.27,5.89,North,1538,Zaid,Canal,208.06,Cotton,Wheat
33,40,69,7.43,35.5,Clay,1.13,1.95,22.07,44.71,2195.05,6.14,1.56,South,2238,Rabi,Canal,51.8,Vegetables,Rice
52,20,96,5.65,21.9,Sandy,1.47,2.16,17.62,37.45,2787.02,8.72,4.33,South,509,Rabi,Canal,277.08,Wheat,Potato
29,15,114,8.43,15.79,Sandy,0.6,2.73,16.61,40.9,1789.34,7.46,15.17,West,2101,Zaid,Drip,125.34,Vegetables,Wheat
99,79,102,7.24,20.56,Sandy,1.24,0.47,15.17,87.78,1696.61,9.45,17.38,North,542,Rabi,Canal,315.73,Maize,Wheat
83,41,50,5.99,14.87,Sandy,0.32,0.34,32.48,85.8,1799.16,8.87,2.66,East,1456,Kharif,Sprinkler,140.5,Cotton,Rice
87,48,109,4.89,23.78,Silt,1.38,0.46,33.5,32.82,2662.7,5.07,13.43,East,154,Rabi,Sprinkler,268.81,Pulses,Rice
111,57,78,5.23,59.86,Clay,0.27,2.62,11.39,58.2,2440.13,5.52,8.01,Central,721,Kharif,Rainfed,298.15,Maize,Sugarcane
144,22,112,6.45,30.1,Silt,1.22,1.73,26.4,52.4,2444.68,4.19,12.17,North,1967,Kharif,Rainfed,79.25,Maize,Rice
99,68,99,6.48,53.19,Loamy,0.6,0.61,14.05,69.11,498.21,6.87,17.13,West,2334,Zaid,Drip,323.91,Rice,Wheat
78,76,112,7.57,37.46,Sandy,0.44,0.51,24.99,49.7,2327.28,6.18,9.13,North,1855,Kharif,Drip,284.71,Cotton,Rice
116,65,84,7.4,43.33,Sandy,1.12,1.39,20.44,46.84,2351.24,4.66,4.56,North,867,Rabi,Sprinkler,123.33,Cotton,Rice
38,50,115,5.31,17.82,Loamy,1.36,2.47,16.05,78.55,570.04,9.42,3.16,Central,192,Zaid,Drip,167.56,Cotton,Pulses
41,65,20,6.88,23.74,Loamy,1.19,2.44,38.44,86.83,1520.17,9.73,19.97,West,2221,Zaid,Rainfed,165.79,Vegetables,Rice
28,44,65,4.58,35.52,Sandy,0.61,2.57,38.7,42.17,474.05,9.3,15.58,West,1193,Zaid,Drip,326.95,Rice,Millet
28,47,27,6.09,54.06,Silt,0.66,2.33,26.92,44.12,1311.66,5.86,2.03,North,1093,Zaid,Drip,301.73,Wheat,Barley
46,76,21,7.56,12.14,Silt,0.45,0.28,15.64,55.15,1994.82,9.03,4.26,Central,538,Zaid,Sprinkler,327.47,Wheat,Wheat
36,43,25,6.1,35.35,Sandy,1.27,2.19,27.5,72.38,811.23,7.04,14.02,North,484,Zaid,Sprinkler,177.49,Vegetables,Pulses
64,85,36,7.84,12.55,Clay,0.34,1.6,37.85,40.02,570.12,4.08,9.03,South,2116,Rabi,Rainfed,249.83,Cotton,Millet
27,79,109,8.4,32.84,Loamy,1.37,2.21,21.33,58.08,1987.22,11.74,12.79,West,451,Rabi,Sprinkler,271.31,Cotton,Rice
144,20,26,6.93,41.44,Silt,0.98,1.5,14.13,80.45,2514.91,9.74,11.74,East,1102,Zaid,Canal,297.84,Rice,Wheat
142,36,94,5.08,47.24,Clay,0.97,1.5,30.81,44.04,632.05,5.91,3.98,North,461,Kharif,Drip,310.96,Rice,Millet
52,57,110,6.02,16.93,Sandy,1.29,0.47,29.69,32.86,2731.89,6.48,9.35,North,2353,Kharif,Sprinkler,316.17,Cotton,Rice
20,33,40,4.54,18.33,Sandy,1.07,2.73,10.04,84.41,2263.68,11.18,11.07,West,2339,Zaid,Sprinkler,85.51,Rice,Potato
25,27,118,6.91,33.5,Silt,0.6,1.19,35.61,77.25,2098.53,6.04,9.33,East,1513,Rabi,Rainfed,181.73,Maize,Rice
60,36,44,7.79,59.9,Silt,0.65,1.79,29.82,71.93,538.7,4.74,10.14,South,494,Rabi,Sprinkler,214.19,Rice,Millet
24,63,36,7.02,27.8,Sandy,0.42,0.7,15.87,35.24,2803.28,10.73,19.8,South,1648,Zaid,Drip,55.83,Maize,Wheat
99,64,96,7.64,31.38,Silt,0.8,1.17,10.1,83.96,1525.71,9.58,19.72,East,1554,Kharif,Canal,127.77,Rice,Wheat
37,30,41,7.7,31.62,Silt,0.34,2.62,39.17,48.32,1699.69,8.34,7.7,South,864,Rabi,Sprinkler,128.24,Vegetables,Rice
101,68,26,7.9,14.04,Silt,1.05,0.71,32.64,42.69,1635.37,8.43,14.86,South,1584,Rabi,Canal,156.6,Rice,Rice
84,43,20,5.57,48.71,Sandy,0.42,0.7,20.95,59.25,1686.99,9.5,5.44,Central,1216,Kharif,Canal,316.77,Cotton,Rice
102,67,10,7.99,22.66,Loamy,1.32,0.86,22.98,85.37,2504.03,11.29,19.84,West,62,Zaid,Sprinkler,213.95,Vegetables,Rice
155,57,101,7.12,45.18,Clay,1.11,1.77,26.17,89.67,476.66,10.58,8.86,South,201,Zaid,Canal,251.93,Pulses,Millet
150,63,91,5.66,33.75,Loamy,1.36,1.61,31.56,66.85,1554.64,5.87,12.09,East,2316,Kharif,Drip,315.11,Maize,Rice
44,27,58,8.45,40.59,Sandy,0.31,0.61,15.19,87.33,1918.98,9.15,8.24,Central,577,Zaid,Rainfed,240.56,Pulses,Wheat
88,12,50,8.3,12.7,Clay,1.24,2.11,15.87,57.2,529.7,9.37,3.98,North,1397,Rabi,Rainfed,181.44,Vegetables,Wheat
101,33,29,6.8,54.5,Sandy,1.35,2.73,11.45,31.78,1826.85,10.57,3.93,West,882,Kharif,Canal,245.45,Wheat,Wheat
136,10,80,7.87,22.19,Loamy,0.26,0.68,39.57,46.54,1625.64,11.29,18.85,Central,1042,Kharif,Sprinkler,250.41,Vegetables,Rice
114,15,46,5.55,43.5,Sandy,1.5,2.05,36.27,48.11,823.6,4.47,11.5,South,2172,Kharif,Canal,197.75,Cotton,Rice
52,28,25,6.16,49.9,Silt,0.59,1.8,26.59,76.96,920.64,4.76,19.46,South,454,Kharif,Canal,337.29,Wheat,Rice
130,52,48,5.24,37.0,Silt,0.48,1.05,22.91,37.45,441.36,4.76,8.65,East,62,Kharif,Rainfed,150.8,Pulses,Wheat
144,17,118,6.58,26.87,Loamy,0.74,1.89,17.12,40.49,2175.17,9.54,10.01,North,1112,Kharif,Drip,318.47,Wheat,Wheat
35,78,54,6.48,58.9,Silt,0.21,0.71,27.85,66.86,615.35,11.43,5.15,East,310,Zaid,Canal,63.49,Wheat,Millet
99,61,73,5.35,23.92,Loamy,1.35,2.52,30.72,37.84,2409.08,8.66,2.99,South,397,Rabi,Sprinkler,255.24,Maize,Rice
57,82,56,7.19,57.43,Sandy,0.55,0.16,30.68,59.73,2691.08,8.54,15.87,North,1033,Rabi,Drip,279.2,Maize,Rice
154,56,32,4.97,17.81,Sandy,0.88,1.74,10.19,32.1,875.1,10.72,8.52,South,1179,Rabi,Sprinkler,84.12,Vegetables,Wheat
97,37,41,4.75,29.46,Loamy,1.01,1.02,31.06,70.13,928.93,11.94,15.95,East,1033,Kharif,Sprinkler,320.39,Pulses,Tomato
82,55,58,6.04,16.92,Clay,1.23,2.66,35.99,84.5,544.7,11.53,9.51,West,316,Kharif,Rainfed,261.28,Wheat,Millet
131,13,90,6.14,10.11,Loamy,0.53,1.55,13.45,82.49,1714.46,8.85,18.57,East,807,Rabi,Canal,98.91,Rice,Wheat
108,17,28,5.78,23.01,Clay,1.13,2.43,32.66,34.42,2899.79,11.98,17.8,Central,609,Rabi,Drip,266.57,Cotton,Rice
57,70,115,5.53,14.36,Loamy,0.35,2.78,34.7,65.46,882.44,9.79,16.6,West,2438,Zaid,Sprinkler,285.16,Maize,Barley
71,26,107,5.86,59.32,Sandy,1.12,1.07,18.29,36.23,647.5,9.6,16.07,West,2372,Kharif,Sprinkler,134.21,Pulses,Cotton
48,43,87,5.15,48.08,Silt,1.4,2.65,31.36,33.21,1897.19,4.78,13.5,West,1414,Zaid,Rainfed,268.82,Cotton,Rice
95,29,76,6.11,10.19,Loamy,0.31,2.21,12.9,66.62,2598.29,6.38,17.55,East,1339,Kharif,Sprinkler,230.59,Wheat,Wheat
83,89,48,8.12,21.18,Clay,0.35,0.41,29.48,64.35,2636.69,8.67,17.18,West,2432,Kharif,Sprinkler,259.18,Vegetables,Rice
110,83,98,5.4,43.51,Silt,0.92,0.4,25.31,35.63,1167.19,9.58,5.05,North,2239,Rabi,Rainfed,287.31,Rice,Sugarcane
108,43,69,7.24,29.93,Clay,0.26,2.47,35.5,51.59,2403.07,5.61,14.24,Central,2464,Rabi,Rainfed,327.99,Maize,Rice
32,52,20,5.07,51.59,Clay,0.44,1.46,23.56,49.0,1858.54,10.47,16.85,East,1560,Kharif,Rainfed,151.15,Maize,Rice
91,19,58,5.92,35.24,Clay,0.45,1.54,22.84,50.55,2252.13,11.01,15.16,East,883,Zaid,Rainfed,254.46,Rice,Rice
24,39,24,5.78,42.68,Clay,0.83,2.68,38.01,49.99,2095.22,10.81,1.32,East,919,Rabi,Drip,342.67,Wheat,Rice
31,34,92,8.25,39.85,Loamy,0.52,2.72,38.03,79.48,557.46,8.3,12.73,North,1415,Zaid,Sprinkler,86.52,Vegetables,Millet
22,66,70,6.21,41.91,Silt,0.82,0.43,11.07,51.22,1200.99,6.72,6.41,South,1800,Rabi,Canal,250.52,Vegetables,Wheat
52,72,52,7.26,21.5,Silt,0.88,1.18,24.57,49.83,2336.69,10.74,15.7,North,1239,Kharif,Drip,57.16,Maize,Rice
140,80,24,6.91,28.66,Silt,1.15,2.7,14.83,31.78,2327.75,9.94,15.07,South,1024,Rabi,Drip,105.0,Maize,Wheat
69,56,88,5.06,12.53,Silt,1.43,2.48,18.21,77.42,541.84,4.3,3.07,West,285,Kharif,Drip,285.23,Wheat,Maize
156,12,111,8.26,39.38,Sandy,0.85,2.19,29.98,69.59,1493.83,8.01,7.34,North,1083,Rabi,Drip,270.86,Wheat,Sugarcane
48,55,88,5.88,32.96,Sandy,0.66,0.4,13.88,50.49,2633.15,10.58,18.11,West,639,Rabi,Sprinkler,302.86,Rice,Wheat
58,45,82,4.68,48.04,Loamy,0.54,1.9,10.34,57.11,2416.41,8.55,10.18,West,2026,Zaid,Sprinkler,201.79,Rice,Sugarcane
110,35,14,5.7,20.32,Silt,1.03,1.79,31.81,77.64,1826.59,6.15,10.63,East,1390,Kharif,Rainfed,317.26,Maize,Rice
119,19,92,5.84,31.84,Sandy,1.43,0.58,29.24,50.65,778.01,4.13,4.87,West,1400,Zaid,Drip,237.02,Maize,Millet
36,43,97,4.87,19.04,Silt,1.19,2.34,37.08,58.4,1108.71,5.81,4.38,West,109,Kharif,Canal,73.58,Wheat,Sugarcane
75,87,38,6.98,40.7,Loamy,0.47,1.0,26.27,31.19,2030.26,8.89,2.27,West,739,Rabi,Sprinkler,316.7,Maize,Rice
65,17,71,5.89,52.4,Clay,1.36,1.9,38.36,85.1,2387.95,6.02,2.52,North,439,Zaid,Canal,164.5,Maize,Rice
86,64,69,7.02,48.27,Loamy,1.16,1.15,28.28,52.27,1918.21,4.09,4.33,Central,1485,Kharif,Drip,104.81,Wheat,Rice
86,19,78,4.53,57.21,Sandy,0.37,0.34,21.61,47.79,1307.06,4.56,1.27,West,755,Rabi,Drip,297.41,Wheat,Wheat
42,66,31,8.43,58.59,Sandy,1.13,1.62,28.25,66.55,1814.56,7.04,19.9,Central,2021,Zaid,Drip,326.73,Maize,Rice
113,88,22,5.18,48.6,Sandy,0.58,0.99,32.48,61.6,210.7,7.72,9.26,West,1989,Zaid,Drip,205.89,Rice,Millet
73,54,59,7.14,24.34,Loamy,0.84,0.31,20.43,54.06,2259.74,10.07,8.76,Central,463,Kharif,Canal,240.92,Pulses,Rice
157,59,56,7.36,20.96,Loamy,0.59,0.68,21.18,85.34,2563.11,8.33,12.15,North,898,Rabi,Rainfed,175.14,Pulses,Rice
96,73,119,5.19,32.38,Loamy,0.31,1.89,28.9,51.78,329.04,10.23,17.25,East,1870,Kharif,Rainfed,303.54,Pulses,Millet
35,11,38,4.95,59.69,Silt,1.2,0.39,23.67,89.9,1318.48,5.2,13.6,South,298,Rabi,Drip,345.04,Wheat,Potato
60,54,89,5.11,30.63,Sandy,1.28,0.35,25.81,77.35,2576.52,6.8,5.06,Central,1504,Rabi,Canal,64.72,Wheat,Rice
117,71,109,5.49,19.95,Loamy,0.5,2.84,39.46,84.2,1871.97,8.14,15.15,Central,344,Rabi,Sprinkler,126.96,Cotton,Rice
147,23,26,5.17,57.22,Loamy,0.51,0.41,11.31,46.97,1553.49,4.13,3.66,West,423,Zaid,Rainfed,310.67,Maize,Sugarcane
80,83,29,7.2,29.3,Silt,0.76,1.19,29.44,34.21,443.76,11.69,17.27,West,1093,Zaid,Canal,250.7,Wheat,Millet
105,24,87,6.18,44.54,Sandy,1.25,0.49,37.69,55.15,2264.17,11.38,14.93,South,1050,Zaid,Drip,205.62,Maize,Rice
137,23,15,6.65,49.41,Clay,0.3,2.82,17.09,48.8,2129.96,9.31,18.8,Central,92,Zaid,Sprinkler,62.55,Vegetables,Wheat
119,40,31,4.69,52.16,Clay,1.25,1.5,16.36,33.64,1851.27,5.71,17.63,West,2231,Zaid,Drip,209.78,Rice,Sugarcane
68,38,113,7.94,51.06,Sandy,1.4,0.42,20.89,34.29,369.24,5.1,8.85,East,709,Kharif,Rainfed,133.27,Maize,Cotton
21,36,18,5.18,51.81,Silt,0.93,2.33,12.22,40.46,1999.69,11.11,17.99,West,1824,Zaid,Rainfed,79.07,Vegetables,Potato
139,18,41,5.94,43.38,Sandy,0.28,2.36,26.81,52.67,344.69,6.3,16.39,West,48,Rabi,Drip,76.23,Wheat,Millet
142,29,97,4.79,30.19,Clay,0.55,2.71,29.36,86.11,2502.04,7.01,9.5,West,1475,Rabi,Rainfed,307.42,Pulses,Rice
105,67,42,5.05,43.36,Loamy,0.34,2.15,34.6,69.47,2633.98,7.17,14.2,North,1820,Zaid,Sprinkler,258.04,Vegetables,Rice
96,88,86,7.16,51.84,Sandy,0.54,0.26,11.99,53.9,1686.48,5.71,4.16,Central,1353,Kharif,Rainfed,344.28,Vegetables,Wheat
155,58,108,7.27,27.53,Clay,1.26,1.7,23.09,77.96,2575.61,9.8,11.15,Central,511,Rabi,Sprinkler,86.76,Wheat,Rice
78,66,79,7.21,24.83,Loamy,0.27,1.21,33.53,64.11,1322.19,8.6,2.02,East,821,Zaid,Canal,224.64,Cotton,Barley
31,25,58,6.71,27.19,Sandy,0.57,2.27,33.05,55.05,1012.11,11.11,8.81,East,1824,Rabi,Sprinkler,304.5,Cotton,Potato
23,84,113,8.31,37.56,Silt,0.87,1.81,12.21,38.66,1555.49,5.76,12.93,East,393,Rabi,Canal,342.98,Pulses,Wheat
136,17,39,6.53,12.62,Clay,1.34,2.2,10.34,85.62,1764.59,6.72,12.92,West,1149,Kharif,Rainfed,270.16,Rice,Wheat
114,76,111,6.3,48.95,Loamy,0.52,0.62,33.5,67.43,2346.08,7.96,8.04,West,1546,Zaid,Drip,286.1,Wheat,Rice
144,28,25,5.49,16.94,Loamy,1.21,1.37,14.14,56.36,1885.79,7.78,2.68,East,162,Kharif,Canal,217.61,Cotton,Sugarcane
60,76,74,4.9,16.64,Silt,0.96,1.35,27.33,56.3,2596.38,11.85,13.18,Central,485,Zaid,Drip,179.56,Vegetables,Rice
142,45,115,6.69,19.88,Clay,1.08,2.94,12.83,75.9,2820.31,8.77,2.61,South,1979,Rabi,Rainfed,165.45,Cotton,Wheat
26,69,91,5.76,38.85,Loamy,1.32,0.16,18.87,40.77,1661.59,7.28,5.45,Central,1910,Rabi,Sprinkler,190.87,Pulses,Potato
88,45,95,6.6,24.28,Silt,0.23,2.47,14.74,55.05,2209.49,6.28,16.26,West,1562,Kharif,Canal,281.68,Rice,Wheat
88,20,99,5.32,28.4,Clay,0.89,0.38,32.09,33.78,1548.25,8.62,9.3,East,781,Kharif,Drip,230.91,Cotton,Rice
100,60,23,7.85,56.58,Silt,1.17,0.33,30.18,34.8,2736.98,8.37,20.0,North,1730,Zaid,Drip,124.26,Maize,Rice
49,89,65,8.5,52.36,Silt,1.35,1.05,14.06,61.58,285.49,8.06,15.63,East,2488,Zaid,Sprinkler,268.68,Maize,Wheat
92,64,46,5.79,52.61,Silt,0.37,2.13,11.78,52.85,2212.11,11.55,8.7,West,1591,Zaid,Rainfed,231.69,Rice,Wheat
